image_id,image description,frames,Emotions,Values,Triggers
68,a painting of a group of people standing on top of a beach,"frame:NaturalFeatures, frame:Organization, frame:Posture, frame:Placing, frame:CauseToPerceive, frame:Aggregate, frame:Supply, frame:ChangePosture, frame:BeingLocated, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-top-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-people-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-beach-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-group-noun-1"
69,a painting of two men in red coats and a dog on a snowy hill,"frame:NaturalFeatures, frame:CauseToPerceive, frame:Animals, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-dog-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hill-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
70,a painting of a group of people standing around a dog,"frame:Organization, frame:Posture, frame:Placing, frame:CauseToPerceive, frame:Aggregate, frame:ChangePosture, frame:BeingLocated, frame:Animals, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-dog-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-people-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-group-noun-1"
71,a painting of a boat in a body of water with a person on it,"frame:CauseToPerceive, frame:Vehicle, frame:PartWhole, frame:People, frame:Substance",,,"https://w3id.org/framester/wn/wn30/instances/synset-water-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-body-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-boat-noun-1"
72,painting of a couple sitting in a field with sheep,"frame:Posture, frame:Placing, frame:CauseToPerceive, frame:PersonalRelationship, frame:ChangePosture, frame:BeingLocated, frame:Animals",,"folk:Association, mft:Loyalty","https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-couple-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-couple-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-sheep-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-field-noun-1"
73,a painting of a man sitting on a rock next to a river,"frame:NaturalFeatures, frame:CauseHarm, frame:Posture, frame:Placing, frame:CauseToPerceive, frame:ChangePosture, frame:BeingLocated, frame:People",,"mft:Harm, folk:Structure","https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-river-noun-1, https://w3id.org/framester/data/framestercore/CauseHarm, https://w3id.org/framester/wn/wn30/instances/synset-river-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-rock-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-rock-noun-1"
74,a painting of a woman sitting on a bed with a bird flying by,"frame:RideVehicle, frame:Motion, frame:Posture, frame:Bringing, frame:Placing, frame:CauseToPerceive, frame:Causation, frame:Supply, frame:BuildingSubparts, frame:ChangePosture, frame:BeingLocated, frame:SelfMotion, frame:People, frame:OperateVehicle",,,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bird-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bed-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
75,a painting of a group of women in a room with a man and a woman,"frame:Organization, frame:CauseToPerceive, frame:Aggregate, frame:People, frame:BuildingSubparts",,,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-room-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-group-noun-1"
76,arafed pile of skulls and birds in a desert landscape,"frame:MassMotion, frame:Placing, frame:BiologicalArea, frame:ComeTogether, frame:Filling, frame:AboundingWith",,mft:Authority,"https://w3id.org/framester/wn/wn30/instances/synset-desert-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-landscape-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-pile-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-landscape-noun-1"
77,a painting of a man with many heads and a lot of other heads,"frame:People, frame:CauseToPerceive, frame:Aggregate, frame:Quantity",,,"https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-batch-noun-2"
78,a painting of jesus on the cross with a woman kneeling in front of him,"frame:PartOrientational, frame:Posture, frame:CauseToPerceive, frame:ChangePosture, frame:People, frame:BodyMovement",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-Jesus-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-Cross-noun-3, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
79,painting of a painting of a group of people in a field,"frame:People, frame:Organization, frame:CauseToPerceive, frame:Aggregate",,,"https://w3id.org/framester/wn/wn30/instances/synset-people-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-field-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-group-noun-1"
80,a painting of a snowy city with a lot of buildings,"frame:CauseToPerceive, frame:Aggregate, frame:PoliticalLocales, frame:LocaleByUse, frame:Quantity",,mft:Authority,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-batch-noun-2, https://w3id.org/framester/data/framestercore/PoliticalLocales, https://w3id.org/framester/wn/wn30/instances/synset-city-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-city-noun-1"
81,a painting of a man laying on a bed with a knife in his hand,"frame:ObservableBodyParts, frame:Placing, frame:CauseToPerceive, frame:Causation, frame:Supply, frame:People, frame:Weapon, frame:BuildingSubparts",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bed-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-knife-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-knife-noun-1"
82,a painting of a large group of people standing in a room,"frame:Organization, frame:Size, frame:Posture, frame:Placing, frame:CauseToPerceive, frame:Aggregate, frame:Dimension, frame:People, frame:ChangePosture, frame:BeingLocated, frame:BuildingSubparts",,,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-room-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-large-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-people-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-group-noun-1"
84,painting of a man and woman embracing in a room with a fireplace,"frame:CauseToPerceive, frame:ArchitecturalPart, frame:People, frame:AdoptSelection, frame:BuildingSubparts",be:Enjoyment,"mft:Care, folk:Fun","https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-room-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/vn/vn31/data/Embrace_36020000, https://w3id.org/framester/wn/wn30/instances/synset-fireplace-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
85,painting of a woman laying on a bed with a cat and other people,"frame:Placing, frame:CauseToPerceive, frame:Causation, frame:Supply, frame:BuildingSubparts, frame:Animals, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bed-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-people-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
86,a painting of a field with a house in the distance,"frame:CauseToPerceive, frame:Range, frame:Buildings",,,"https://w3id.org/framester/wn/wn30/instances/synset-house-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-field-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-distance-noun-1"
87,painting of blue irises in a garden with a white butterfly,"frame:CauseToPerceive, frame:LocaleByUse, frame:Color",,"mft:Care, folk:Helping, bhv:Benevolence","https://w3id.org/framester/wn/wn30/instances/synset-garden-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-garden-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-butterfly-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-blue-adjectivesatellite-1"
88,painting of a view of a harbor with boats and buildings,"frame:CauseToPerceive, frame:LocaleByUse, frame:Range",,mft:Authority,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-position-noun-3, https://w3id.org/framester/wn/wn30/instances/synset-seaport-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-seaport-noun-1"
89,a painting of a person walking in front of a house,"frame:PartOrientational, frame:CauseToPerceive, frame:People, frame:Buildings",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-walk-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-house-noun-1"
90,painting of a woman in a bathtub with a flower in her hair,"frame:ObservableBodyParts, frame:Progress, frame:CauseToPerceive, frame:People, frame:HairConfiguration, frame:Grooming, frame:BuildingSubparts",,"folk:Development, mft:Care","https://w3id.org/framester/wn/wn30/instances/synset-bathtub-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/data/framestercore/Progress, https://w3id.org/framester/wn/wn30/instances/synset-hair-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-flower-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-flower-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/data/framestercore/Grooming"
91,a painting of a woman holding a fan in front of a painting,"frame:PartOrientational, frame:Manipulation, frame:CauseToPerceive, frame:Containing, frame:Inclusion, frame:Possession, frame:People",,"mft:Harm, folk:Control","https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-sports%20fan-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/data/framestercore/Manipulation"
93,a painting of two naked women sitting on a beach next to a body of water,"frame:NaturalFeatures, frame:Posture, frame:Placing, frame:CauseToPerceive, frame:PartWhole, frame:ChangePosture, frame:BeingLocated, frame:Wearing, frame:Substance",,,"https://w3id.org/framester/wn/wn30/instances/synset-water-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-body-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bare-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-beach-noun-1"
94,a painting of a man and woman sitting on a couch in a room,"frame:Posture, frame:Placing, frame:CauseToPerceive, frame:People, frame:ChangePosture, frame:BeingLocated, frame:BuildingSubparts",,,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-room-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-sofa-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
95,painting of a woman in a boat with a cat on the back,"frame:ObservableBodyParts, frame:CauseToPerceive, frame:Vehicle, frame:Animals, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-back-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-boat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
96,a painting of a woman with a skull and a man with a child,"frame:People, frame:ObservableBodyParts, frame:CauseToPerceive, frame:PeopleByAge",,mft:Care,"https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-child-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-skull-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-child-noun-1"
97,a painting of three women and a man laying on a bed,"frame:Placing, frame:CauseToPerceive, frame:Causation, frame:Supply, frame:People, frame:BuildingSubparts",,,"https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bed-noun-1"
98,a painting of a man in a suit and tie standing in a room full of zombies,"frame:Clothing, frame:CauseToPerceive, frame:Fullness, frame:BuildingSubparts, frame:OccupyRank, frame:People, frame:AboundingWith",,"mft:Authority, folk:Consideration","https://w3id.org/framester/data/framestercore/OccupyRank, https://w3id.org/framester/wn/wn30/instances/synset-full-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-room-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-suit-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-standing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-necktie-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-standing-noun-1"
