image_id,image_description,frames
1439,there is a knife that is sitting on top of a piece of paper,"frame:Posture, frame:Ingredients, frame:Filling, frame:Creating, frame:Weapon, frame:Substance, frame:PartWhole, frame:ChangePosture, frame:Supply, frame:Placing, frame:Building, frame:BeingLocated"
1440,a close up of a skull laying on a dirt ground,"frame:NaturalFeatures, frame:Substance, frame:ObservableBodyParts, frame:Placing"
1441,a close up of a person with makeup on and a black background,"frame:Color, frame:People, frame:BodyDecoration"
1442,a close up of a car floor with two pedals on it,"frame:Vehicle, frame:ArchitecturalPart"
1443,a woman laying on a tree branch with her legs crossed,"frame:People, frame:PathShape, frame:BiologicalArea, frame:Placing"
1444,there is a polar bear that is laying on the ground,"frame:NaturalFeatures, frame:Placing"
1445,there are two birds that are standing on a tree stump,"frame:Posture, frame:BiologicalArea, frame:PartWhole, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1446,a poster for the movie absolute on ice,"frame:Creating, frame:CauseTemperatureChange, frame:IntentionallyCreate, frame:BehindTheScenes, frame:Attaching, frame:InchoativeChangeOfTemperature"
1447,two women digging a grave with a shovel in a cemetery,"frame:LocaleByUse, frame:CauseHarm"
1449,a woman hanging from a chains with meat on her back,"frame:Filling, frame:Food, frame:People, frame:PartOrientational, frame:Placing"
1450,a close up of a blue tie hanging on a brick wall,"frame:Clothing, frame:Color, frame:ArchitecturalPart"
1451,a book cover with a rocket launching into the sky,"frame:Locale, frame:Text, frame:Vehicle, frame:PartOrderedSegments"
1453,arafed man sitting on a stool with a tattoo on his chest,"frame:Posture, frame:People, frame:ObservableBodyParts, frame:PartWhole, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1454,a man in a black robe holding a large knife,"frame:Dimension, frame:Color, frame:People, frame:Size, frame:Clothing, frame:Weapon"
1455,a woman with body paint and body paint on her body,"frame:Adorning, frame:People, frame:PartWhole, frame:Filling"
1456,a close up of a panda face made of leaves on a white background,"frame:Color, frame:Appointing, frame:ObservableBodyParts, frame:CauseChange, frame:Causation, frame:FacialExpression"
1457,a person in a green outfit diving under the water,"frame:Travel, frame:Color, frame:PathShape, frame:People, frame:Substance"
1458,a close up of a monkey with a button on it's face,"frame:Fastener, frame:ClothingParts, frame:FacialExpression, frame:ObservableBodyParts"
1459,a close up of a tree with a rope hanging from it,"frame:Connectors, frame:BiologicalArea"
1460,arafed poster of a bottle of alcohol with blood pouring out of it,"frame:Intoxicants, frame:Filling, frame:MassMotion, frame:Motion, frame:Attaching, frame:MeasureVolume, frame:Containers, frame:Placing"
1463,someone is holding a tag with a tag on it,frame:Attaching
1464,a close up of a person with a black shirt and a brown collar,"frame:Clothing, frame:ClothingParts, frame:People, frame:Color"
1465,there's the rest of your fur coat,"frame:Rest, frame:Clothing"
1466,a poster with a hand reaching out of a hand with words on it,"frame:Arriving, frame:PathShape, frame:ObservableBodyParts, frame:ChangePositionOnAScale, frame:Attaching, frame:Giving, frame:Passing"
1467,a poster for the movie stop one stop them all,"frame:Halt, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:Attaching, frame:TemporaryStay, frame:ActivityStop, frame:ProcessStop"
1468,a poster with a gun and a hand holding a cigarette,"frame:Intoxicants, frame:Weapon, frame:Attaching, frame:ObservableBodyParts"
1469,a close up of a tie hanging on a brick wall,"frame:Clothing, frame:ArchitecturalPart"
1470,a cartoon picture of two women with different hair styles,"frame:Sensation, frame:OpticalImage, frame:WorkingOn, frame:ObservableBodyParts, frame:LaborProduct, frame:HairConfiguration, frame:CreateRepresentation"
1471,a close up of a cigarette with a snake on it,
1472,a poster for the movie the girl in the spider suit,
1473,arafed vehicle in the desert with vultures flying over it,
1474,leopard laying on a tree branch with a large disc in its mouth,
1475,a close up of a fish bowl with a faucet and a faucet,
1476,illustration of a man standing in front of a wall with a painting of a man on it,
1477,"a book cover of the book, the world war i","frame:CardinalNumbers, frame:Text, frame:Locale, frame:PartOrderedSegments"
1478,araffes on a white plate with a description of the ingredients,"frame:Color, frame:CommunicateCategorization"
1479,a black and white photo of a man sitting on a throne surrounded by plants,"frame:LocativeRelation, frame:Posture, frame:Besieging, frame:Color, frame:Representing, frame:People, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1480,"a woman laying on the ground next to a car with the words, would it have killed you","frame:Killing, frame:NaturalFeatures, frame:People, frame:Vehicle, frame:Placing"
1481,a woman in a blue dress holding a dog on her arm,"frame:Color, frame:ShapedPart, frame:People, frame:ObservableBodyParts, frame:Animals, frame:Clothing"
1483,arafed photograph of a family standing in front of a phone booth,"frame:CommunicationMeans, frame:Contacting, frame:Representing, frame:PartOrientational, frame:OccupyRank, frame:Buildings"
1484,there are two pictures of a knife and a meat in a container,"frame:Food, frame:Containers, frame:Weapon"
1485,there are two donuts that are taped to the wall,"frame:Possession, frame:Attaching, frame:ArchitecturalPart"
1487,a close up of a spider - man laying on the ground next to a spray of raid,"frame:NaturalFeatures, frame:People, frame:Attack, frame:Placing"
1488,a woman laying on a bed with a gold sheet,"frame:BuildingSubparts, frame:People, frame:Supply, frame:Causation, frame:Placing"
1489,a woman in a tight bodysuit with all animals on it,frame:People
1490,a close up of a cell phone hanging from a string,"frame:Filling, frame:CommunicationMeans, frame:Contacting, frame:Connectors, frame:Substance, frame:Placing"
1491,a black and white drawing of a man with a gun,"frame:Color, frame:People, frame:Weapon"
1492,a black and white poster with a light bulb hanging from a wire,"frame:Connectors, frame:Color, frame:ColorQualities, frame:Attaching"
1493,there is a man standing next to a grill with an octopus on it,"frame:Posture, frame:ApplyHeat, frame:People, frame:ChangePosture, frame:Placing, frame:LocaleByUse, frame:BeingLocated"
1494,arafed boy in diapers holding a rope with his hands,frame:Connectors
1495,a poster of a man sitting in a bed with smoke coming out of his head,"frame:Posture, frame:Emitting, frame:Arriving, frame:BuildingSubparts, frame:People, frame:ObservableBodyParts, frame:Attaching, frame:ChangePosture, frame:Supply, frame:Causation, frame:Placing, frame:BeingLocated"
1496,a close up of a woman in a costume with a knife,"frame:Clothing, frame:People, frame:Weapon"
1497,arafed woman laying on the floor with a yellow tape around her,"frame:Color, frame:People, frame:Attaching, frame:ArchitecturalPart, frame:Placing"
1498,a man holding a dog in his hand while holding a piece of cheese,"frame:Creating, frame:Possession, frame:Food, frame:Containing, frame:People, frame:ObservableBodyParts, frame:Animals, frame:PartWhole, frame:Inclusion, frame:Manipulation, frame:Building"
1499,a woman hanging from a butcher's leg with a knife,"frame:Killing, frame:Filling, frame:ShapedPart, frame:People, frame:ObservableBodyParts, frame:Weapon, frame:Placing"
1500,a black and white photo of a street sign with a quote,"frame:Color, frame:Roadways, frame:Sign, frame:Representing"
1501,a close up of a person holding a knife near a skeleton,"frame:People, frame:Weapon"
1502,a close up of a person on a car with an angel on the hood,"frame:People, frame:PeopleByMorality, frame:Vehicle"
1503,someone is blowing out candles on a cake with a smoke coming out of it,"frame:Arriving, frame:Emitting, frame:Breathing"
1504,a close up of a skeleton holding a gun with a skull on it,"frame:Weapon, frame:ObservableBodyParts"
1505,a painting of a red shoe on a red background,"frame:CauseToPerceive, frame:Color, frame:Clothing"
1507,a drawing of a teddy bear with a pair of crutches and a bag of popcorn,"frame:MeasureVolume, frame:Containers, frame:Aggregate"
1508,a close up of a video game controller with a shadow of a person,"frame:OpticalImage, frame:Control, frame:People"
1510,arafed poster of a basketball court with a basketball player on it,"frame:Participation, frame:JudicialBody, frame:Attaching"
1511,a woman holding a poster with a picture of a cell phone,"frame:CommunicationMeans, frame:Contacting, frame:Sensation, frame:OpticalImage, frame:People, frame:Attaching, frame:Substance"
1512,a close up of a person holding a dog with blood on it,"frame:People, frame:Animals, frame:Filling, frame:Placing"
1513,arafed woman laying on the floor in front of a group of people,"frame:Aggregate, frame:People, frame:PartOrientational, frame:ArchitecturalPart, frame:Organization, frame:Placing"
1515,a close up of a person with a zombie eye on a tv screen,"frame:PartInnerOuter, frame:People, frame:ObservableBodyParts"
1516,there is a poster with a picture of a road and a sign that says omg,"frame:TextCreation, frame:Sign, frame:Communication, frame:Statement, frame:Sensation, frame:OpticalImage, frame:Roadways, frame:Attaching, frame:Request"
1517,a close up of a child with smoke on his face,"frame:PeopleByAge, frame:FacialExpression, frame:Emitting, frame:ObservableBodyParts"
1518,a close up of a person wearing red boots and a red and white striped socks,"frame:Color, frame:People"
1520,there is a man sitting on a bench in a park,"frame:Posture, frame:BeingLocated, frame:People, frame:ChangePosture, frame:Placing"
1521,a woman holding a piece of meat in her hand,"frame:Creating, frame:Possession, frame:Containing, frame:Food, frame:People, frame:ObservableBodyParts, frame:PartWhole, frame:Inclusion, frame:Manipulation, frame:Building"
1522,a lone tree in the middle of a dry desert plain,"frame:PartInnerOuter, frame:BeingDry, frame:BiologicalArea"
1523,arafed man smoking a cigarette with a cigarette lighter in his mouth,"frame:Intoxicants, frame:IngestSubstance, frame:SettingFire, frame:ShapedPart, frame:People, frame:ObservableBodyParts"
1524,a close up of a person carrying a bag with a duck in it,"frame:Motion, frame:CarryGoods, frame:People, frame:Bringing, frame:MeasureVolume, frame:Containers"
1526,there is a soccer ball with a message on it in the dark,
1527,a close up of a person holding a wooden object on a string,"frame:Connectors, frame:CauseChange, frame:People"
1528,someone has a tattoo on their arm that says time,"frame:TextCreation, frame:Communication, frame:Statement, frame:Ingestion, frame:ShapedPart, frame:Timespan, frame:EventInstance, frame:ObservableBodyParts, frame:Request, frame:LocationInTime"
1530,a black and white photo of a number of crosses,"frame:Quantity, frame:Color, frame:Representing"
1531,a woman in a white dress holding two bloody hands,"frame:Color, frame:People, frame:Clothing"
1532,arafed man and woman taking a selfie in a car,"frame:Inclusion, frame:People, frame:Vehicle"
1533,araffe beer bottle with a hand holding a cigarette,"frame:Intoxicants, frame:Food, frame:ObservableBodyParts, frame:MeasureVolume, frame:Containers"
1,a painting of a woman in a gold dress standing on a boat,"frame:BeingLocated, frame:Placing, frame:People, frame:ChangePosture, frame:Posture, frame:CauseToPerceive, frame:Clothing, frame:Vehicle"
2,a painting of a group of people sitting around a table,"frame:BeingLocated, frame:Placing, frame:People, frame:ChangePosture, frame:Organization, frame:Posture, frame:CauseToPerceive, frame:Aggregate"
3,a painting of a man on a horse being attacked by a group of men,"frame:Assistance, frame:People, frame:Organization, frame:CauseToPerceive, frame:Aggregate, frame:Attack"
4,painting of a castle on a hill overlooking a lake and a man on a horse,"frame:Assistance, frame:People, frame:Buildings, frame:NaturalFeatures, frame:CauseToPerceive"
1,a painting of a woman in a gold dress standing on a boat,"frame:BeingLocated, frame:Posture, frame:Vehicle, frame:CauseToPerceive, frame:ChangePosture, frame:Clothing, frame:Placing, frame:People"
1,a painting of a woman in a gold dress standing on a boat,"frame:Vehicle, frame:BeingLocated, frame:Placing, frame:ChangePosture, frame:CauseToPerceive, frame:People, frame:Clothing, frame:Posture"
2,a painting of a group of people sitting around a table,"frame:BeingLocated, frame:Aggregate, frame:Placing, frame:Organization, frame:ChangePosture, frame:CauseToPerceive, frame:People, frame:Posture"
3,a painting of a man on a horse being attacked by a group of men,"frame:Aggregate, frame:Assistance, frame:Organization, frame:Attack, frame:CauseToPerceive, frame:People"
4,painting of a castle on a hill overlooking a lake and a man on a horse,"frame:Assistance, frame:CauseToPerceive, frame:People, frame:Buildings, frame:NaturalFeatures"
6,a painting of a rainbow over a waterfall with a rainbow in the sky,"frame:NaturalFeatures, frame:CauseToPerceive, frame:Locale"
8,a painting of three women on a boat with a view of the water,"frame:CauseToPerceive, frame:Range, frame:Vehicle, frame:Substance"
9,a painting of a woman in a white dress dancing with a group of people,"frame:Aggregate, frame:Organization, frame:Color, frame:CauseToPerceive, frame:People, frame:Clothing"
12,a painting of a painting of a wave in the ocean,"frame:NaturalFeatures, frame:Event, frame:CauseToPerceive"
13,a painting of three spheres floating in the air over a field,"frame:Motion, frame:CauseToPerceive, frame:Substance"
15,a painting of a man sitting in a chair with two wings,"frame:BeingLocated, frame:Placing, frame:ChangePosture, frame:CauseToPerceive, frame:People, frame:Posture"
16,three paintings of a woman with a baby and other people,"frame:People, frame:PeopleByAge"
17,a painting of jesus on the cross with two women and a man,"frame:People, frame:CauseToPerceive"
1,a painting of a woman in a gold dress excitedly standing on a boat,
2,a painting of a group of people sitting around a table,
3,a painting of a man on a horse being attacked by a group of men,
4,painting of a castle on a hill overlooking a lake and a man on a horse,"frame:Assistance, frame:Buildings, frame:People, frame:CauseToPerceive, frame:NaturalFeatures"
