image_id,image description,frames,Emotions,Values
184,a close up of a weaving machine with a lot of different colors,"frame:Aggregate, frame:Quantity, frame:PathShape, frame:IntentionallyCreate, frame:Gizmo",,
185,a painting of a boat in rough water with a lighthouse in the background,"frame:Buildings, frame:Vehicle, frame:Substance, frame:CauseToPerceive",,"folk:Control, mft:Harm"
186,a painting of a woman in a blue dress sitting down,"frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:CauseToPerceive, frame:Willingness, frame:Posture, frame:Placing, frame:Color",,folk:Willingness
187,a drawing of a group of people sitting on a beach,"frame:Aggregate, frame:Organization, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:NaturalFeatures",,
188,a painting of a cave with a building in the background,"frame:Buildings, frame:CauseToPerceive, frame:NaturalFeatures",,folk:Analysis
189,a painting of a yellow house in a field with a tree,"frame:BiologicalArea, frame:Buildings, frame:Color, frame:CauseToPerceive",,
192,a painting of a city with a lot of tall buildings,"frame:MeasurableAttributes, frame:BodyDescriptionHolistic, frame:LocaleByUse, frame:Aggregate, frame:CauseToPerceive, frame:Quantity, frame:Dimension, frame:PoliticalLocales",,mft:Authority
193,painting of a man walking on a hill with a dog,"frame:SelfMotion, frame:Cotheme, frame:People, frame:CauseToPerceive, frame:Animals, frame:NaturalFeatures",,
194,painting of two girls in yellow dresses dancing in a forest,"frame:BiologicalArea, frame:Color, frame:SelfMotion, frame:CauseToPerceive",,
195,a drawing of a castle with a tower and a clock tower,"frame:Buildings, frame:Dimension, frame:BuildingSubparts",,
200,a painting of a horse jumping in the air with its front legs spread,"frame:ChangePositionOnAScale, frame:Dispersal, frame:CauseToPerceive, frame:Assistance, frame:Filling, frame:Substance",,"mft:Care, bhv:Benevolence, folk:Helping"
201,a painting of a woman sitting in a room with a globe and other objects,"frame:ChangePosture, frame:People, frame:BeingLocated, frame:Locale, frame:CauseToPerceive, frame:Posture, frame:BuildingSubparts, frame:Placing",,folk:Structure
202,painting of two people in a canoe with a cat on the water,"frame:Vehicle, frame:People, frame:CauseToPerceive, frame:Animals, frame:Substance",,
203,arafed painting of a group of men sitting around a table,"frame:Aggregate, frame:ChangePosture, frame:BeingLocated, frame:CauseToPerceive, frame:Posture, frame:Placing, frame:Organization",,
204,painting of a group of people standing around a child,"frame:Aggregate, frame:ChangePosture, frame:People, frame:BeingLocated, frame:CauseToPerceive, frame:Posture, frame:PeopleByAge, frame:Placing, frame:Organization",,mft:Care
205,a painting of a large group of people standing around a stage,"frame:TimePeriodOfAction, frame:Aggregate, frame:ChangePosture, frame:People, frame:Placing, frame:BeingLocated, frame:CauseToPerceive, frame:Posture, frame:Dimension, frame:Size, frame:Organization",,
206,a painting of a crucif with three people and a bird,"frame:People, frame:CauseToPerceive",,
207,a painting of a woman holding a baby and two children,"frame:People, frame:CauseToPerceive, frame:PeopleByAge",,folk:Family
208,a painting of a woman holding a baby in her arms,"frame:Inclusion, frame:PeopleByAge, frame:Possession, frame:People, frame:CauseToPerceive, frame:Manipulation, frame:Containing",,"folk:Family, folk:Control"
209,a painting of jesus is surrounded by angels and other people,"frame:LocativeRelation, frame:Besieging, frame:People, frame:CauseToPerceive",,
210,arafed painting of a group of people in a courtyard,"frame:Aggregate, frame:LocaleByUse, frame:People, frame:CauseToPerceive, frame:Organization",,
211,a painting of a woman with a bird in her hand,"frame:People, frame:ObservableBodyParts, frame:CauseToPerceive",,
212,a painting of a woman holding a baby in her lap,"frame:ObservableBodyParts, frame:Inclusion, frame:PeopleByAge, frame:Possession, frame:People, frame:CauseToPerceive, frame:Manipulation, frame:Containing",,"folk:Family, folk:Control"
213,a painting of a man holding a baby and a woman holding a baby,"frame:People, frame:CauseToPerceive, frame:PeopleByAge",,folk:Family
214,a painting of a man with a black hat and a flower,"frame:Accoutrements, frame:People, frame:CauseToPerceive, frame:Progress, frame:Color",,folk:Development
215,a painting of a man holding a baby and a woman holding a child,"frame:People, frame:CauseToPerceive, frame:PeopleByAge",,"folk:Family, mft:Care"
216,a painting of a woman holding a child and a baby,"frame:People, frame:CauseToPerceive, frame:PeopleByAge",,"folk:Family, mft:Care"
217,painting of a couple of women and a child in a garden,"frame:CauseToPerceive, frame:PersonalRelationship, frame:LocaleByUse, frame:PeopleByAge",,"mft:Care, bhv:Benevolence, folk:Association, folk:Helping, mft:Loyalty"
218,a painting of a woman with a cat in her lap,"frame:People, frame:ObservableBodyParts, frame:Animals, frame:CauseToPerceive",,
219,a painting of a woman holding a brush and a palette,"frame:People, frame:Scope, frame:CauseToPerceive, frame:Diversity, frame:BiologicalArea",,
220,a painting of a woman and two men with a horse,"frame:People, frame:CauseToPerceive, frame:Assistance",,"mft:Care, bhv:Benevolence, folk:Helping"
221,a painting of a man on a horse being held by a woman,"frame:People, frame:CauseToPerceive, frame:Assistance",,"mft:Care, bhv:Benevolence, folk:Helping"
222,a painting of a woman in a black dress with a white collar,"frame:Clothing, frame:ClothingParts, frame:People, frame:CauseToPerceive, frame:Color",,
223,a painting of a naked man and a naked woman laying on a rock,"frame:CauseHarm, frame:People, frame:Wearing, frame:CauseToPerceive, frame:Placing",,mft:Harm
224,a painting of a group of people standing around a tree,"frame:Aggregate, frame:ChangePosture, frame:People, frame:BeingLocated, frame:CauseToPerceive, frame:BiologicalArea, frame:Posture, frame:Placing, frame:Organization",,
225,a painting of a woman in a red dress and white dress,"frame:People, frame:Color, frame:Clothing, frame:CauseToPerceive",,
226,a painting of a man is being taken out of a room by a woman,"frame:Conquering, frame:Bringing, frame:Cotheme, frame:Taking, frame:People, frame:CauseToPerceive, frame:ChangeOfLeadership, frame:Getting, frame:EarningsAndLosses, frame:BuildingSubparts, frame:Removing, frame:ChangeOfQuantityOfPossession",,"bhv:Power, folk:Leadership, mft:Authority"
227,a painting of a woman in a purple dress standing under a tree,"frame:Clothing, frame:People, frame:CauseToPerceive, frame:BiologicalArea, frame:OccupyRank, frame:Color",,"mft:Authority, folk:Consideration"
228,a painting of a group of naked women in the water,"frame:Aggregate, frame:Wearing, frame:CauseToPerceive, frame:Substance, frame:Organization",,
229,painting of a woman and a dog in a room,"frame:People, frame:Animals, frame:CauseToPerceive, frame:BuildingSubparts",,
230,a painting of a house in a field with mountains in the background,"frame:Buildings, frame:CauseToPerceive",,
231,painting of a goat with a hat and a woman with a flower,"frame:People, frame:Progress, frame:CauseToPerceive, frame:Accoutrements",,folk:Development
232,painting of a couple sitting on a rock by the water,"frame:ChangePosture, frame:CauseHarm, frame:BeingLocated, frame:CauseToPerceive, frame:Posture, frame:Placing, frame:Substance, frame:PersonalRelationship",,"folk:Association, mft:Harm, mft:Loyalty"
233,a painting of a dog laying on a table next to a clock,"frame:CauseToPerceive, frame:Dimension, frame:Animals, frame:Placing",,
244,a man with a mustache and a black jacket on a poster,"frame:Attaching, frame:Clothing, frame:ObservableBodyParts, frame:People, frame:Color",,
247,arafed little girl sitting in a chair with a banana in her hand,"frame:ObservableBodyParts, frame:ChangePosture, frame:Placing, frame:BeingLocated, frame:Food, frame:Posture, frame:Dimension, frame:Size",,
251,a close up of a person wearing pink pants and a denim jacket,"frame:People, frame:Color, frame:Clothing",,
252,a close up of a man adjusting his tie with a quote,"frame:Adjusting, frame:People, frame:Clothing, frame:Compliance",,"folk:Compliance, folk:Versatility, bhv:Conformity"
253,a close up of a panda bear sitting on a tree branch,"frame:ChangePosture, frame:BeingLocated, frame:BiologicalArea, frame:Posture, frame:Placing",,
254,a couple of people sitting on the floor in a living room,"frame:ArchitecturalPart, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:BuildingSubparts, frame:Placing, frame:PersonalRelationship",,"folk:Association, folk:Control, mft:Harm, mft:Loyalty"
257,a close up of a cup of ice cream with a warning sign,"frame:InchoativeChangeOfTemperature, frame:Choosing, frame:Sign, frame:CauseTemperatureChange, frame:Containers",,
260,arafed woman smoking a cigarette with a cigarette in her mouth,"frame:Intoxicants, frame:ObservableBodyParts, frame:IngestSubstance, frame:People, frame:ShapedPart",,folk:Control
262,skier doing a flip on a snowy mountain with skis,"frame:Motion, frame:Travel, frame:NaturalFeatures",,"bhv:Achievement, folk:Accomplishment"
263,a man in a ski mask with a lime in his mouth,"frame:ObservableBodyParts, frame:Accoutrements, frame:People, frame:Motion, frame:Travel, frame:ShapedPart",,folk:Control
264,a close up of a person holding a stick near a casino table,"frame:People, frame:Gizmo",,
266,there is a woman sitting on the floor with a cell phone,"frame:Contacting, frame:ArchitecturalPart, frame:ChangePosture, frame:People, frame:CommunicationMeans, frame:BeingLocated, frame:Posture, frame:Placing, frame:Substance",,"folk:Control, mft:Harm"
269,there is a woman standing in a room with a cat on the floor,"frame:ArchitecturalPart, frame:People, frame:OccupyRank, frame:Animals, frame:BuildingSubparts",,"folk:Control, mft:Authority, mft:Harm, folk:Consideration"
270,cartoon cat with a mouse on its back and a washing machine,"frame:ObservableBodyParts, frame:CreateRepresentation, frame:BeingEmployed, frame:LaborProduct, frame:Animals, frame:WorkingOn, frame:Gizmo",,
272,a black and white photo of a man standing in front of a poster,"frame:Attaching, frame:People, frame:OccupyRank, frame:PartOrientational, frame:Color, frame:Representing",,"mft:Authority, mft:Harm, folk:Consideration"
273,a man wearing a mask with blood on it and a green background,"frame:Accoutrements, frame:People, frame:Filling, frame:Placing, frame:Color",,
275,a close up of a man with chains on his chest,"frame:People, frame:ObservableBodyParts, frame:PartWhole",,
276,arafed man flying through the air while holding onto a string,"frame:SelfMotion, frame:People, frame:Motion, frame:RideVehicle, frame:Connectors, frame:Bringing, frame:Substance, frame:OperateVehicle",,
277,smoke coming out of two smoking stacks with the words stop burning your life,"frame:ActivityStop, frame:CommercePay, frame:Arriving, frame:Halt, frame:ShootProjectiles, frame:Existence, frame:ProcessStop, frame:Emitting",,
278,arafed advertiser of a polar bear in the water,"frame:JudgmentCommunication, frame:Substance",,
281,there is a woman standing in front of a wall with a gun,"frame:ArchitecturalPart, frame:Weapon, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:PartOrientational, frame:Placing",,"mft:Care, mft:Harm, bhv:Security"
282,a close up of a glass grenade shaped object on a white background,"frame:Weapon, frame:ManipulateIntoShape, frame:Reshaping, frame:IntentionallyCreate, frame:Color, frame:Substance, frame:CauseChange",,
287,"cartoon cat with mouse on back of it's back, sitting on a floor",,,"folk:Control, mft:Harm"
288,arafed man in a gas mask sitting on a motorcycle,,,
289,an elephant smoking a cigarette with a cat sitting on a bed,,,
290,a close up of a cartoon snake with a man in a desert,,,
291,a poster with a picture of a man sitting on a rock,,,mft:Harm
292,a black and white drawing of a city with lots of buildings,,,mft:Authority
294,there is a young boy standing in a bathroom with a towel on his head,,,"folk:Control, mft:Authority, folk:Consideration"
295,a cartoon boat with a man on it floating in the water,"frame:Vehicle, frame:CreateRepresentation, frame:LaborProduct, frame:People, frame:Motion, frame:WorkingOn, frame:Substance",,
297,a black and white photo of a hand grenade with a quote on it,"frame:ObservableBodyParts, frame:Color, frame:Weapon, frame:Representing",,
299,arafed woman in white dress sitting on a chair next to a piano,"frame:NoiseMakers, frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:Color",,
300,a couple of little girls standing next to each other in school uniforms,"frame:LocaleByUse, frame:ChangePosture, frame:Placing, frame:BeingLocated, frame:Posture, frame:Dimension, frame:PersonalRelationship, frame:Size",,"folk:Association, mft:Authority, mft:Loyalty"
